INFO 2025-05-24 10:35:32,680 autoreload Watching for file changes with StatReloader
DEBUG 2025-05-24 10:35:34,904 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\templates\simple_history\object_history_form.html first seen with mtime 1747113169.6900165
DEBUG 2025-05-24 10:35:34,904 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\templates\simple_history\object_history_list.html first seen with mtime 1747113169.6900165
DEBUG 2025-05-24 10:35:34,904 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\templates\simple_history\submit_line.html first seen with mtime 1747113169.6900165
DEBUG 2025-05-24 10:35:34,906 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\1.html first seen with mtime 1746866681.9404511
DEBUG 2025-05-24 10:35:34,907 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\2.html first seen with mtime 1744108902.70024
DEBUG 2025-05-24 10:35:34,907 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\about.html first seen with mtime 1744108902.7075675
DEBUG 2025-05-24 10:35:34,908 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\acknowledgment_list.html first seen with mtime 1747211897.1987686
DEBUG 2025-05-24 10:35:34,908 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\add_leave_type.html first seen with mtime 1746786944.4548047
DEBUG 2025-05-24 10:35:34,909 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\add_project.html first seen with mtime 1745924268.0065506
DEBUG 2025-05-24 10:35:34,909 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\add_task.html first seen with mtime 1747720258.7437859
DEBUG 2025-05-24 10:35:34,910 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\apply_leave.html first seen with mtime 1747390866.051898
DEBUG 2025-05-24 10:35:34,910 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\blog-details.html first seen with mtime 1744108902.720584
DEBUG 2025-05-24 10:35:34,911 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\blog.html first seen with mtime 1744108902.7331045
DEBUG 2025-05-24 10:35:34,912 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\change_password.html first seen with mtime 1744108902.7372417
DEBUG 2025-05-24 10:35:34,912 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\contact.html first seen with mtime 1744108902.7458768
DEBUG 2025-05-24 10:35:34,913 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\employee registration.html first seen with mtime 1747893995.0936444
DEBUG 2025-05-24 10:35:34,913 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\employee_list.html first seen with mtime 1747117566.496673
DEBUG 2025-05-24 10:35:34,914 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\employee_profile.html first seen with mtime 1747120299.674631
DEBUG 2025-05-24 10:35:34,915 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\exit_management.html first seen with mtime 1747892116.297535
DEBUG 2025-05-24 10:35:34,915 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\forget_password.html first seen with mtime 1744108902.7493997
DEBUG 2025-05-24 10:35:34,915 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\h.html first seen with mtime 1747141720.887536
DEBUG 2025-05-24 10:35:34,916 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\handbook.html first seen with mtime 1747223271.3808827
DEBUG 2025-05-24 10:35:34,916 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\handbook_list.html first seen with mtime 1747377771.2735934
DEBUG 2025-05-24 10:35:34,916 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\handbook_record.html first seen with mtime 1747286134.5594466
DEBUG 2025-05-24 10:35:34,917 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\holiday_list.html first seen with mtime 1747833528.8584962
DEBUG 2025-05-24 10:35:34,918 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\image_timesheet.html first seen with mtime 1747391734.525663
DEBUG 2025-05-24 10:35:34,918 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\image_timesheet_record.html first seen with mtime 1747391449.7110925
DEBUG 2025-05-24 10:35:34,919 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\index.html first seen with mtime 1744108902.7539883
DEBUG 2025-05-24 10:35:34,919 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\learning_videos_dashboard.html first seen with mtime 1747831830.4885414
DEBUG 2025-05-24 10:35:34,920 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\leave_dashboard.html first seen with mtime 1748003813.2391713
DEBUG 2025-05-24 10:35:34,920 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\leave_record.html first seen with mtime 1747992224.29795
DEBUG 2025-05-24 10:35:34,921 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\leave_type_detail.html first seen with mtime 1745299731.0840142
DEBUG 2025-05-24 10:35:34,921 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\leave_type_panel.html first seen with mtime 1745299011.210939
DEBUG 2025-05-24 10:35:34,921 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\LoginForm.html first seen with mtime 1745996289.0851717
DEBUG 2025-05-24 10:35:34,922 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\manage_leave_department_role.html first seen with mtime 1744349659.6853182
DEBUG 2025-05-24 10:35:34,923 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\portfolio-details.html first seen with mtime 1744108902.7624142
DEBUG 2025-05-24 10:35:34,923 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\portfolio.html first seen with mtime 1744108902.765942
DEBUG 2025-05-24 10:35:34,924 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\previous_week_timesheet.html first seen with mtime 1746774619.5909343
DEBUG 2025-05-24 10:35:34,924 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\pricing.html first seen with mtime 1744108902.7836807
DEBUG 2025-05-24 10:35:34,925 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\project.html first seen with mtime 1745925066.4436426
DEBUG 2025-05-24 10:35:34,925 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\project_detail_view.html first seen with mtime 1747396439.8866959
DEBUG 2025-05-24 10:35:34,925 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\project_edit.html first seen with mtime 1745911910.296152
DEBUG 2025-05-24 10:35:34,926 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\Readme.txt first seen with mtime 1744108902.7060428
DEBUG 2025-05-24 10:35:34,926 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\reset_password.html first seen with mtime 1744108902.8039324
DEBUG 2025-05-24 10:35:34,926 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\service-details.html first seen with mtime 1744108902.809774
DEBUG 2025-05-24 10:35:34,926 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\services.html first seen with mtime 1744108902.8206222
DEBUG 2025-05-24 10:35:34,927 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\side bar.html first seen with mtime 1748004064.1295345
DEBUG 2025-05-24 10:35:34,927 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\starter-page.html first seen with mtime 1744108902.828869
DEBUG 2025-05-24 10:35:34,928 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\task_list.html first seen with mtime 1746795612.644724
DEBUG 2025-05-24 10:35:34,928 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\team.html first seen with mtime 1744108902.8323913
DEBUG 2025-05-24 10:35:34,928 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\team_image_timesheeet.html first seen with mtime 1747371202.1273558
DEBUG 2025-05-24 10:35:34,929 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\team_task_report.html first seen with mtime 1746276967.3246698
DEBUG 2025-05-24 10:35:34,929 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\team_timesheet_record.html first seen with mtime 1746856670.830007
DEBUG 2025-05-24 10:35:34,929 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\testimonials.html first seen with mtime 1744108902.8403049
DEBUG 2025-05-24 10:35:34,930 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\update_employee.html first seen with mtime 1747894116.360561
DEBUG 2025-05-24 10:35:34,930 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\update_profile.html first seen with mtime 1747820372.0651975
DEBUG 2025-05-24 10:35:34,931 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\update_task_status.html first seen with mtime 1745931890.7793722
DEBUG 2025-05-24 10:35:34,931 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\update_timesheet.html first seen with mtime 1747391306.6189508
DEBUG 2025-05-24 10:35:34,931 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\user_timesheet.html first seen with mtime 1746802547.409681
DEBUG 2025-05-24 10:35:34,932 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\templates\view_profile_history.html first seen with mtime 1747119661.6936831
DEBUG 2025-05-24 10:35:34,937 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\zh_Hans\LC_MESSAGES\django.mo first seen with mtime 1747113169.670033
DEBUG 2025-05-24 10:35:34,938 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\ur\LC_MESSAGES\django.mo first seen with mtime 1747113169.670033
DEBUG 2025-05-24 10:35:34,939 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\ru_RU\LC_MESSAGES\django.mo first seen with mtime 1747113169.670033
DEBUG 2025-05-24 10:35:34,940 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\pt_BR\LC_MESSAGES\django.mo first seen with mtime 1747113169.670033
DEBUG 2025-05-24 10:35:34,941 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\pl\LC_MESSAGES\django.mo first seen with mtime 1747113169.6635213
DEBUG 2025-05-24 10:35:34,942 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\nb\LC_MESSAGES\django.mo first seen with mtime 1747113169.6635213
DEBUG 2025-05-24 10:35:34,943 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\id\LC_MESSAGES\django.mo first seen with mtime 1747113169.6635213
DEBUG 2025-05-24 10:35:34,944 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\fr\LC_MESSAGES\django.mo first seen with mtime 1747113169.6635213
DEBUG 2025-05-24 10:35:34,945 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\de\LC_MESSAGES\django.mo first seen with mtime 1747113169.659737
DEBUG 2025-05-24 10:35:34,946 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\cs_CZ\LC_MESSAGES\django.mo first seen with mtime 1747113169.659737
DEBUG 2025-05-24 10:35:34,947 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\simple_history\locale\ar\LC_MESSAGES\django.mo first seen with mtime 1747113169.64963
DEBUG 2025-05-24 10:35:36,258 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1741965428.3834212
DEBUG 2025-05-24 10:35:36,259 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0010_leavetypemaster_end_from_leavetypemaster_start_from.py first seen with mtime 1744786333.6281242
DEBUG 2025-05-24 10:35:36,259 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0028_alter_acknowledgment_acknowledgment_date.py first seen with mtime 1747216817.658546
DEBUG 2025-05-24 10:35:36,260 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\admin\migrations\0001_initial.py first seen with mtime 1741965425.0924728
DEBUG 2025-05-24 10:35:36,261 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0031_timesheet_upload_on.py first seen with mtime 1747389871.5298958
DEBUG 2025-05-24 10:35:36,261 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0011_update_proxy_permissions.py first seen with mtime 1741965425.74577
DEBUG 2025-05-24 10:35:36,261 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\sessions\migrations\__init__.py first seen with mtime 1741965427.907794
DEBUG 2025-05-24 10:35:36,262 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\newapp\migrations\0001_initial.py first seen with mtime 1744108901.715758
DEBUG 2025-05-24 10:35:36,263 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0012_alter_user_first_name_max_length.py first seen with mtime 1741965425.74577
DEBUG 2025-05-24 10:35:36,263 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0007_leavetypemaster_carry_forward_and_more.py first seen with mtime 1744459189.0073726
DEBUG 2025-05-24 10:35:36,264 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0013_leaverecord_compensatory_leave.py first seen with mtime 1745817209.4929557
DEBUG 2025-05-24 10:35:36,265 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\models\sql\compiler.py first seen with mtime 1741965428.429512
DEBUG 2025-05-24 10:35:36,265 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0030_video_video.py first seen with mtime 1747373621.9623103
DEBUG 2025-05-24 10:35:36,266 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0004_alter_user_username_opts.py first seen with mtime 1741965425.7398105
DEBUG 2025-05-24 10:35:36,266 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0001_initial.py first seen with mtime 1741965425.7372904
DEBUG 2025-05-24 10:35:36,268 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\contenttypes\migrations\0002_remove_content_type_name.py first seen with mtime 1741965425.953692
DEBUG 2025-05-24 10:35:36,269 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0003_alter_user_email_max_length.py first seen with mtime 1741965425.7384992
DEBUG 2025-05-24 10:35:36,271 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\admin\migrations\__init__.py first seen with mtime 1741965425.0940812
DEBUG 2025-05-24 10:35:36,273 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0009_employeedetail_leave_details.py first seen with mtime 1744785886.5458038
DEBUG 2025-05-24 10:35:36,274 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0025_alter_handbook_end_date_historicaldocument_and_more.py first seen with mtime 1747114305.6187572
DEBUG 2025-05-24 10:35:36,275 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\encodings\idna.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:36,275 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0002_leavetypemaster_created_on_and_more.py first seen with mtime 1744371963.5954373
DEBUG 2025-05-24 10:35:36,275 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0042_alter_resignstatusaction_action_by.py first seen with mtime 1748005940.6524143
DEBUG 2025-05-24 10:35:36,278 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0041_resignationstatusmaster_resignation_actionchecklist_and_more.py first seen with mtime 1748005431.3051777
DEBUG 2025-05-24 10:35:36,279 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0008_alter_user_username_max_length.py first seen with mtime 1741965425.7437844
DEBUG 2025-05-24 10:35:36,279 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\MySQLdb\connections.py first seen with mtime 1742204234.0709546
DEBUG 2025-05-24 10:35:36,280 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0038_resignationstatusmaster_resignstatusaction.py first seen with mtime 1747976267.5277379
DEBUG 2025-05-24 10:35:36,282 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0001_initial.py first seen with mtime 1744286281.7667506
DEBUG 2025-05-24 10:35:36,282 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\sessions\backends\db.py first seen with mtime 1741965427.448783
DEBUG 2025-05-24 10:35:36,282 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\migrations\executor.py first seen with mtime 1741965428.3834212
DEBUG 2025-05-24 10:35:36,283 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0010_alter_group_name_max_length.py first seen with mtime 1741965425.7437844
DEBUG 2025-05-24 10:35:36,283 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0003_remove_leavetypemaster_created_on.py first seen with mtime 1744373881.3667042
DEBUG 2025-05-24 10:35:36,284 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0012_alter_attendance_unique_together_and_more.py first seen with mtime 1744960175.4823174
DEBUG 2025-05-24 10:35:36,284 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0026_remove_employeedetail_marriage_status_and_more.py first seen with mtime 1747117729.793788
DEBUG 2025-05-24 10:35:36,285 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\backends\mysql\compiler.py first seen with mtime 1741965428.337325
DEBUG 2025-05-24 10:35:36,285 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0005_halfdaymaster.py first seen with mtime 1744448927.0681696
DEBUG 2025-05-24 10:35:36,286 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\sessions\migrations\0001_initial.py first seen with mtime 1741965427.907794
DEBUG 2025-05-24 10:35:36,286 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0005_alter_user_last_login_null.py first seen with mtime 1741965425.7411413
DEBUG 2025-05-24 10:35:36,286 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0017_remove_task_assigned_to_task_assigned_to.py first seen with mtime 1745929320.8027163
DEBUG 2025-05-24 10:35:36,288 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\contenttypes\migrations\0001_initial.py first seen with mtime 1741965425.953692
DEBUG 2025-05-24 10:35:36,289 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0035_video_thumbnail.py first seen with mtime 1747824205.3439314
DEBUG 2025-05-24 10:35:36,289 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0024_education_added_date_experience_added_date.py first seen with mtime 1747044106.3559537
DEBUG 2025-05-24 10:35:36,290 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0011_remove_leavetypemaster_applicable_department_and_more.py first seen with mtime 1744802491.5126894
DEBUG 2025-05-24 10:35:36,291 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0020_remove_leavehalfday_leave_record_leaverecord_halfday.py first seen with mtime 1746003737.9732344
DEBUG 2025-05-24 10:35:36,291 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\__init__.py first seen with mtime 1741965425.74577
DEBUG 2025-05-24 10:35:36,293 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\admin\migrations\0003_logentry_add_action_flag_choices.py first seen with mtime 1741965425.0940812
DEBUG 2025-05-24 10:35:36,294 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0019_remove_leaverecord_half_day.py first seen with mtime 1745930995.023883
DEBUG 2025-05-24 10:35:36,295 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0006_alter_holiday_date.py first seen with mtime 1744453519.193857
DEBUG 2025-05-24 10:35:36,295 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0007_alter_validators_add_error_messages.py first seen with mtime 1741965425.7422755
DEBUG 2025-05-24 10:35:36,296 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0039_resignation_resign_status_alter_resignation_employee.py first seen with mtime 1748005255.4078305
DEBUG 2025-05-24 10:35:36,298 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0015_leaverecord_document.py first seen with mtime 1745821538.5151834
DEBUG 2025-05-24 10:35:36,300 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0022_leaverecord_half_day.py first seen with mtime 1746006096.2785518
DEBUG 2025-05-24 10:35:36,301 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0014_leaverecord_compensatory_leave_reason.py first seen with mtime 1745818960.8725822
DEBUG 2025-05-24 10:35:36,301 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0033_member_email_member_name.py first seen with mtime 1747720311.6772084
DEBUG 2025-05-24 10:35:36,302 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0037_emp_registers_designation_and_more.py first seen with mtime 1747893719.8707755
DEBUG 2025-05-24 10:35:36,303 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\migrations\loader.py first seen with mtime 1741965428.3834212
DEBUG 2025-05-24 10:35:36,303 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\db\migrations\graph.py first seen with mtime 1741965428.3834212
DEBUG 2025-05-24 10:35:36,304 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0002_alter_permission_name_max_length.py first seen with mtime 1741965425.7384992
DEBUG 2025-05-24 10:35:36,304 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0018_leavehalfday.py first seen with mtime 1745930977.2639952
DEBUG 2025-05-24 10:35:36,305 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0029_video.py first seen with mtime 1747306782.9517
DEBUG 2025-05-24 10:35:36,305 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0009_alter_user_last_name_max_length.py first seen with mtime 1741965425.7437844
DEBUG 2025-05-24 10:35:36,305 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0034_alter_member_email.py first seen with mtime 1747720794.0990448
DEBUG 2025-05-24 10:35:36,307 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0021_remove_leaverecord_halfday.py first seen with mtime 1746005653.7865305
DEBUG 2025-05-24 10:35:36,308 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0016_remove_leaverecord_half_day_and_more.py first seen with mtime 1745835043.0556195
DEBUG 2025-05-24 10:35:36,308 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\stringprep.py first seen with mtime 1738667256.0
DEBUG 2025-05-24 10:35:36,308 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\auth\migrations\0006_require_contenttypes_0002.py first seen with mtime 1741965425.7422755
DEBUG 2025-05-24 10:35:36,309 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0027_handbook_document_name_and_more.py first seen with mtime 1747214581.2826838
DEBUG 2025-05-24 10:35:36,309 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\__init__.py first seen with mtime 1744108902.1838374
DEBUG 2025-05-24 10:35:36,311 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0023_acknowledgment_employeedetailhistory_handbook_and_more.py first seen with mtime 1747041346.709949
DEBUG 2025-05-24 10:35:36,311 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0008_project_last_update.py first seen with mtime 1744698125.7403846
DEBUG 2025-05-24 10:35:36,311 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0036_designationmaster_resignation_actionchecklist.py first seen with mtime 1747893163.1441557
DEBUG 2025-05-24 10:35:36,311 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\newapp\migrations\__init__.py first seen with mtime 1744108901.715758
DEBUG 2025-05-24 10:35:36,312 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0032_remove_member_email_remove_member_name.py first seen with mtime 1747718313.0828831
DEBUG 2025-05-24 10:35:36,313 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\contenttypes\migrations\__init__.py first seen with mtime 1741965425.953692
DEBUG 2025-05-24 10:35:36,313 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0004_leaverecord_approve_reason.py first seen with mtime 1744436506.1382387
DEBUG 2025-05-24 10:35:36,314 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\migrations\0040_remove_resignation_employee_and_more.py first seen with mtime 1748005410.8188798
DEBUG 2025-05-24 10:35:36,315 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\MySQLdb\cursors.py first seen with mtime 1742204234.0760977
DEBUG 2025-05-24 10:35:36,315 autoreload File C:\Users\DELL\AppData\Local\Programs\Python\Python313\Lib\site-packages\django\contrib\admin\migrations\0002_logentry_remove_auto_add.py first seen with mtime 1741965425.0924728
DEBUG 2025-05-24 10:35:36,315 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\newproject\wsgi.py first seen with mtime 1747810071.5892422
DEBUG 2025-05-24 10:35:47,134 autoreload File C:\Users\DELL\PycharmProjects\pythonProject\newproject\staff\models.py previous mtime: 1748062552.7713413, current mtime: 1748063146.6916194
